scholarship_name,deadline,degree,university_name,level,country
"International Scholarships at Birkbeck, University of London in UK",03 Feb 2017,"Education,Social Sciences",,,
University of Bradford International Academic Excellence Scholarships ,,"Art & Design,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
MPhil Scholarships for Developing Countries at University of Cambridge UK ,01 Dec 2016,Social Sciences,,,
RSMFP Postgraduate Fellowships for Developing Students to Study Abroad,14 Dec 2016,Accounting & Finance,,,
University of Manchester PhD Scholarships for International Students in UK,31 Dec 2016,"Education,Social Sciences,Humanities",,,
Tercentenary International Masters Scholarships at University of Edinburgh in UK,03 Apr 2017,"Medical & Pharmacy,Applied & Pure Sciences",,,
" VC’s Scholarships for Sport, Music and Arts at Durham University in UK",15 Jan 2017,"Art & Design,Social Sciences",,,
PhD Fellowship Programme in Engineering to Study Abroad,31 Dec 2016,Engineering&Technology,,,
Macquarie University Vice-Chancellor’s International Scholarship for ASEAN Students,31 Dec 2016,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Reading Anniversary PhD Scholarships for International Students in Uk,01 Feb 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Dundee Global Excellence Scholarship for Undergraduates in UK,01 Oct 2017,Architecture & Construction,,,
University of Westminster Research Studentships for International Students UK,10 Feb 2017,"Art & Design,Engineering&Technology,Computer Science & IT,Social Sciences,Humanities",,,
Scholarships for International Students at University of Leeds in UK,22 Jun 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Brighton Fully-funded International Research Scholarships in UK,30 Jun 2017,"Education,Social Sciences,Law,Humanities",,,
College of Social Sciences Scholarships at University of Glasgow in UK ,03 Feb 2017,Social Sciences,,,
Fee-waiver Scholarships for International Students at University of Bristol in UK 2017,02 May 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Pharmaceutical Scholarships for International Students UK,28 Feb 2017,Medical & Pharmacy,,,
University of Dundee Global Excellence Undergraduate Scholarships in UK,01 Oct 2017,Social Sciences,,,
Scholarship for Postgraduate Degree Programme at University of Brighton in UK,31 May 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Dean’s Professional Scholarships at Nottingham Trent University in UK  2017,19 Jun 2017,Law,,,
Zoology Scholarships for International Students at University of Oxford in UK ,20 Jan 2017,Agriculture & Veterinary,,,
International Scholarships for Masters Programme at University of Essex in UK,30 Sep 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Brighton Full tuition fee International Scholarship,31 May 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Bangor University International Scholarships UK 2017,,"Education,Social Sciences,Humanities",,,
University of Vienna Scholarships for International Students in Austria 2017,20 Jan 2017,Medical & Pharmacy,,,
PhD Scholarships in Law or Criminology at University of Sheffield in UK,13 Feb 2017,Law,,,
" LSHTM Jeroen Ensink Memorial Fund MSc Scholarship in Public Health, UK",02 Apr 2017,"Medical & Pharmacy,Education,Social Sciences",,,
Erasmus Mundus Joint Doctorate PhD Fellowships for International Students,05 Jan 2017,Engineering&Technology,,,
University of St Andrews Scholarships for International Students in UK,16 Mar 2017,"Education,Social Sciences,Humanities",,,
 Fully-funded LLM Scholarships at Queen Mary University of London in UK,13 Mar 2017,Law,,,
Undergraduate/Masters Excellence Scholarships at Swansea University UK,13 Jan 2017,,,,
Queen Mary University of London PhD Scholarships for UK and non-EU Students,01 Jun 2017,Medical & Pharmacy,,,
Scholarships for MSc Programme at University of Warwick in UK,20 May 2017,"Education,Social Sciences,Humanities",,,
"Giessen University PhD Scholarships for International Students in Germany,",01 Feb 2017,Medical & Pharmacy,,,
Postgraduate Studentships for International Students at Henley Business School,30 Jun 2017,"Medical & Pharmacy,Social Sciences",,,
Online MBA Scholarships for International Students at Durham University,31 Jan 2017,Business & Management,,,
University of Southampton Scholarships for International Students in UK,31 Mar 2017,"Art & Design,Social Sciences,Humanities",,,
"Pharmaceutical Scholarships for International Students in UK, 2017",28 Feb 2017,Medical & Pharmacy,,,
Kenneth Denbigh Scholarship for International Students in UK,01 Aug 2017,"Engineering&Technology,Medical & Pharmacy",,,
"UEA Scholarship for African Students in UK, 2017 ",31 Mar 2017,"Art & Design,Engineering&Technology,Computer Science & IT,Social Sciences,Agriculture & Veterinary",,,
"University of Glasgow Excellence Awards for Masters Degree in UK, 2017",16 Jun 2017,Business & Management,,,
Sir Jack Cater Scholarship for Postgraduate Students at University of Bath in UK,01 Jun 2017,"Art & Design,Business & Management,Social Sciences,Humanities",,,
Undergraduate Scholarships for International Students at University of Edinburgh in UK ,14 Apr 2017,"Engineering&Technology,Computer Science & IT",,,
"International Merit Postgraduate Scholarships at University of Sheffield in UK, 2017",23 Jun 2017,"Education,Social Sciences,Humanities",,,
"Scholarship at University of Glasgow in UK, 2017",15 Jan 2017,"Education,Social Sciences,Humanities",,,
King’s College London Graduate School International PGR Student Scholarships in UK,15 Jan 2017,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences,Humanities",,,
"PhD Studentship for International Applicants at Cardiff University in UK, 2017",01 Apr 2017,Engineering&Technology,,,
MSc Scholarships for International Students at University of Strathclyde in UK  2017,30 Jun 2017,Business & Management,,,
Geography Taught Master’s Merit Awards at University of Manchester in UK,30 Jun 2017,"Computer Science & IT,Social Sciences",,,
Faculty Postgraduate Scholarships for International Students at Lancaster University UK,10 Feb 2017,"Art & Design,Social Sciences",,,
Masters Scholarships for International Students at Örebro University in UK,31 Jan 2017,"Education,Social Sciences",,,
 Scholarships for International Students at University of Edinburgh in UK 2017,01 Feb 2017,"Medical & Pharmacy,Education",,,
MSc Scholarships for International Students at University of Strathclyde in UK,30 Jun 2017,Business & Management,,,
Humanitarian Scholarships for International Students at University of Dundee in UK,01 Jan 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Education,Social Sciences,Applied & Pure Sciences,Law,Media Studies ,Humanities",,,
Scholarships for International Students at University of Edinburgh in UK,14 Apr 2017,"Engineering&Technology,Social Sciences",,,
Geography Taught Master’s Merit Awards at University of Manchester in UK,30 Jan 2017,"Education,Social Sciences",,,
64 London School of Economics and Political Science PhD Studentships in UK,26 Apr 2017,Medical & Pharmacy,,,
Sir Jack Cater Scholarship for Postgraduate Students at University of Bath in UK,01 Jan 2017,"Art & Design,Education,Social Sciences,Humanities",,,
Women of Pakistan Scholarship at University of Warwick in UK 2017,31 Mar 2017,"Art & Design,Social Sciences,Law",,,
Scholarships for Developing Countries at University of Reading in UK 2017,30 Jan 2017,Medical & Pharmacy,,,
Islamic Studies Scholarships for Muslim Students at University of Oxford in UK 2017,20 Jan 2017,Religion & Ethics,,,
Thomas Mark Scholarships for Developing Countries at LSTM UK,31 Dec 2016,Medical & Pharmacy,,,
International Development Scholarships at University of East Anglia in UK,31 Mar 2017,"Computer Science & IT,Education,Social Sciences",,,
Sussex Chancellor’s International Research Scholarships,19 Jan 2017,"Art & Design,Education,Social Sciences",,,
Gates Cambridge Scholarships for International Students,07 Dec 2016,"Art & Design,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Humanities",,,
School of Arts at Birkbeck University of London Research Studentships in UK ,16 Jan 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences,Humanities",,,
University of Nottingham Masters Scholarships in UK ,24 Mar 2017,"Engineering&Technology,Medical & Pharmacy,Social Sciences,Humanities",,,
Studentships for International Students at University of Bath in UK,02 Feb 2017,"Social Sciences,Humanities",,,
De Montfort University Scholarships for International Students in UK,18 Nov 2016,"Art & Design,Business & Management,Computer Science & IT,Education,Social Sciences,Humanities",,,
PhD Studentships for International Students in UK  ,06 Jan 2017,Medical & Pharmacy,,,
Undergraduate Scholarships at University of Sheffield in UK,21 Apr 2017,"Art & Design,Medical & Pharmacy,Education,Social Sciences,Law,Humanities",,,
Doctoral Studentships for UK and EU Students Fifty Fully Funded,11 Jan 2017,"Art & Design,Humanities",,,
University of Edinburgh PhD Studentship for International Students,01 Feb 2017,Social Sciences,,,
University of Bath Scholarship for Chinese Student ,01 Jun 2017,Education,,,
Cardiff Met Postgraduate Scholarships for UK and EU Students,31 Jan 2017,"Art & Design,Business & Management,Education,Social Sciences",,,
Undergraduate Scholarships at University of Strathclyde,01 Sep 2017,Applied & Pure Sciences,,,
LLM Scholarships at University of Glasgow,30 Jan 2017,Law,,,
Sussex Chancellors International Research Scholarships,05 Jan 2017,,,,
KAUST Fellowship for PhD and MS/PhD Program in Saudi Arabia for Fall 2017,01 Jan 2017,"Art & Design,Computer Science & IT,Others",,,
"Bangor University International Scholarships in UK, 2017-2018",15 Jan 2017,,,,
"GJA’s LLM Human Rights Scholarships for Sub-Saharan Africans in UK, 2017-2018",30 Nov 2016,Law,,,
"Curtin University Humanities Polytechnic Undergraduate Scholarships in Australia, 2017",31 Oct 2016,"Engineering&Technology,Humanities",,,
"Mildred Blaxter Postdoctoral Fellowships for International Applicants in UK, 2017",31 Mar 2017,"Medical & Pharmacy,Social Sciences",,,
"St John’s College–Classics and Ancient History Essay Competition in UK, 2017",20 Apr 2017,Others,,,
"Faculty Research Scholarships for International Students at Lancaster University in UK, 2017",03 Mar 2017,Humanities,,,
"University of Nottingham Faculty of Engineering Research Excellence PhD Scholarship in UK, 2017  ",10 Mar 2017,Engineering&Technology,,,
"SKO Family Law Scholarship for Postgraduate Research at Edinburgh University in UK, 2017",30 Apr 2017,Law,,,
"Master Scholarships at London School of Economics and Political Science in UK, 2017",26 Apr 2017,"Social Sciences,Accounting & Finance",,,
"University of East Anglia Undergraduate Scholarships in UK, 2017",15 Jun 2017,Others,,,
"PhD & MD/PhD Positions for International Students in Germany, 2017",15 Nov 2016,Medical & Pharmacy,,,
"International Chemistry Scholarships at University of Birmingham in UK, 2017",05 Jan 2017,"Art & Design,Medical & Pharmacy,Applied & Pure Sciences",,,
"International Awards at Queen Mary University of London in UK, 2017-2018",,Applied & Pure Sciences,,,
"Chevening Fellowships for Professional Development Programme in UK, 2017",08 Nov 2016,Art & Design,,,
"Nottingham Trent University Scholarships for International Students in UK, 2017",16 Nov 2016,"Art & Design,Computer Science & IT,Others",,,
"Online MBA Scholarships for International Students at Durham University in UK, 2017",31 Jan 2017,Business & Management,,,
"Doctoral Studentships for International and Home/EU at Durham University in UK, 2017",16 Jan 2017,"Art & Design,Humanities",,,
"40 Scholarships for Chinese Students at University of St Andrews in UK, 2017",27 Jan 2017,"Computer Science & IT,Applied & Pure Sciences",,,
"International Academic Scholarships at Northumbria University in UK, 2017-2018",02 Dec 2016,"Art & Design,Computer Science & IT,Others",,,
Louis Dreyfus-Weidenfeld and Hoffmann Scholarship and Leadership Programme at Oxford University,20 Jan 2017,"Business & Management,Agriculture & Veterinary,Humanities",,,
Sussex Chancellor’s International Research Scholarships,19 Jan 2017,"Art & Design,Media Studies ",,,
"SMU Global Impact Scholarship Awards for Singaporean Students, 2017",19 Mar 2017,Business & Management,,,
"PhD Studentships in Psychology at University of Central Lancashire in UK, 2017",06 Nov 2016,"Engineering&Technology,Humanities",,,
